iter	Logloss
290	0.09242419108
291	0.09176710396
292	0.09144612563
293	0.09119573714
294	0.09080876295
295	0.09035605658
296	0.09025550769
297	0.0898988874
298	0.08936099337
299	0.08895678506
300	0.08875775454
301	0.08853961155
302	0.08833019706
303	0.08796185343
304	0.08768007973
305	0.08711111525
306	0.08689873431
307	0.08663512371
308	0.08645457414
309	0.08619489652
310	0.08604755742
311	0.08567986882
312	0.08544058925
313	0.08507797933
314	0.08501941292
315	0.0845855497
316	0.0841381083
317	0.08391705761
318	0.08363615206
319	0.08316319819
320	0.08275961797
321	0.08251789941
322	0.08242742426
323	0.0822569001
324	0.08193297468
325	0.08153245697
326	0.08098157524
327	0.08056683059
328	0.08022988006
329	0.07979020171
330	0.0792970072
331	0.07871803366
332	0.07869297218
333	0.07836218052
334	0.07829107318
335	0.07802869946
336	0.07791558379
337	0.07741518521
338	0.07675882875
339	0.07609183441
340	0.07579154161
341	0.07539342324
342	0.07534726444
343	0.07508718876
344	0.07488463648
345	0.07487211045
346	0.07459844187
347	0.07442987095
348	0.07420816107
349	0.07399795071
350	0.07371970334
351	0.07348014303
352	0.07314437204
353	0.07267518774
354	0.07248834101
355	0.07204813761
356	0.07163762239
357	0.07143568079
358	0.07132218484
359	0.07100295914
360	0.0706204596
361	0.07028704399
362	0.07020283282
363	0.07003220521
364	0.06970427794
365	0.06954379196
366	0.06932646103
367	0.06917600134
368	0.06907327104
369	0.06899363372
370	0.06855628505
371	0.06844048572
372	0.06821814184
373	0.06773901571
374	0.06760239843
375	0.06733511657
376	0.0672139923
377	0.06710847711
378	0.06675406644
379	0.06655427747
380	0.06638136789
381	0.06596512364
382	0.06576026506
383	0.06559150519
384	0.06547285801
385	0.06522379734
386	0.06486397945
387	0.06461897909
388	0.06441004005
389	0.06406997833
390	0.06386883156
391	0.06350119704
392	0.06336120555
393	0.06334983716
394	0.06309581885
395	0.06278194184
396	0.06261937182
397	0.06248186054
398	0.06244979194
399	0.0623456914
400	0.06230943548
401	0.06195171434
402	0.06169805743
403	0.06151235843
404	0.06137362777
405	0.0611695973
406	0.06085437211
407	0.06070221089
408	0.06068288252
409	0.0605201058
410	0.06028614981
411	0.06010032964
412	0.05975549508
413	0.05945454867
414	0.05927832926
415	0.05905231771
416	0.05892664439
417	0.05867479596
418	0.05855756336
419	0.0583880162
420	0.05821132038
421	0.05790591646
422	0.05768913655
423	0.05762711332
424	0.05728696429
425	0.05719544624
426	0.05702037299
427	0.05689672097
428	0.05670401181
429	0.05635598955
430	0.05605946605
431	0.05591276472
432	0.05561867718
433	0.05530934922
434	0.05518332482
435	0.05498001967
436	0.05491327681
437	0.05477649141
438	0.05453868712
439	0.05429826359
440	0.05398962918
441	0.05370403915
442	0.0536450192
443	0.05340953243
444	0.05306357422
445	0.05288358616
446	0.0526358086
447	0.05241883843
448	0.0521725708
449	0.05199987762
450	0.05194210477
451	0.05179224936
452	0.05158681518
453	0.05147428993
454	0.0512648475
455	0.05111961234
456	0.05092158149
457	0.05084884711
458	0.05073122889
459	0.05039776442
460	0.05028143442
461	0.04992463772
462	0.04980668545
463	0.0495540161
464	0.04938634134
465	0.04927332986
466	0.04916957969
467	0.04909135233
468	0.04892180673
469	0.04875427233
470	0.04855389153
471	0.04827464137
472	0.04813694724
473	0.04804770693
474	0.04795249602
475	0.04774947787
476	0.04763442205
477	0.04740647756
478	0.04728525395
479	0.04725785201
480	0.04720864874
481	0.04710604014
482	0.04676823797
483	0.04658198491
484	0.04657165166
485	0.04649568424
486	0.04630491928
487	0.04627426796
488	0.04621916907
489	0.04614192423
490	0.0459861021
491	0.04592648002
492	0.04581318881
493	0.04562814656
494	0.045535171
495	0.04535006866
496	0.04513025384
497	0.04506214077
498	0.04498700414
499	0.04493015126
500	0.04473810284
501	0.04457860898
502	0.04451636087
503	0.04445090256
504	0.0443706325
505	0.04428045533
506	0.04427007821
507	0.04423178923
508	0.04419397415
509	0.04408623404
510	0.04383385103
511	0.04369835289
512	0.04368830985
513	0.04340646028
514	0.04333772924
515	0.04328490695
516	0.04310459348
517	0.04284788355
518	0.0427504832
519	0.04273119491
520	0.04261092135
521	0.04253333903
522	0.04234203282
523	0.04227108036
524	0.04197639047
525	0.04195530666
526	0.04192697415
527	0.04172974341
528	0.0415644038
529	0.04147627656
530	0.04146466839
531	0.04134845064
532	0.04121584466
533	0.04119762406
534	0.04113105504
535	0.04100812456
536	0.04078486117
537	0.04062322609
538	0.04059410324
539	0.04050458566
540	0.04034229893
541	0.0402036323
542	0.04016548336
543	0.04003270974
544	0.03990588797
545	0.03983143234
546	0.03963557826
547	0.03952956554
548	0.03926688038
549	0.03922740729
550	0.03908080841
551	0.03895570235
552	0.03889758407
553	0.03882721171
554	0.03881547788
555	0.03872632471
556	0.03851117059
557	0.03843194048
558	0.03827998408
559	0.0380174505
560	0.03791519944
561	0.03780461662
562	0.03772143129
563	0.0376371934
564	0.03763289844
565	0.03755190025
566	0.03751221234
567	0.03744358947
568	0.03737290534
569	0.03723714291
570	0.03716828214
571	0.03710908428
572	0.0370336082
573	0.03691472945
574	0.03687972838
575	0.03674349505
576	0.03668053266
577	0.03665517687
578	0.03652230941
579	0.03645176394
580	0.03621292861
581	0.03606418736
582	0.03602893201
583	0.03591120169
584	0.03581610717
585	0.03572646023
586	0.03571158466
587	0.03562513996
588	0.03556180648
589	0.03544673809
590	0.03527613636
591	0.03521710066
592	0.03512747605
593	0.03485056518
594	0.03478540032
595	0.03470297453
596	0.03464510413
597	0.03458785636
598	0.03447848507
599	0.03443708179
600	0.03438073756
601	0.03427302393
602	0.03425875864
603	0.03420570051
604	0.03408753171
605	0.03403142
606	0.03394235792
607	0.03385800827
608	0.03385096488
609	0.03374535111
610	0.03368941386
611	0.033681583
612	0.03362280657
613	0.03358534045
614	0.0335639862
615	0.03348580902
616	0.03338558649
617	0.03331941433
618	0.03320260918
619	0.03315265811
620	0.03307700515
621	0.03303835878
622	0.03286779787
623	0.03275402611
624	0.03269665144
625	0.03254989449
626	0.0324511886
627	0.03230150779
628	0.03218410128
629	0.03213300302
630	0.03197271556
631	0.03178580172
632	0.03165010442
633	0.03156384809
634	0.0314593485
635	0.03141501002
636	0.03132776534
637	0.03119758378
638	0.03098018602
639	0.03090503228
640	0.03083859972
641	0.0307749626
642	0.03066096948
643	0.03051501755
644	0.03029335837
645	0.03024933562
646	0.03011048775
647	0.03002421427
648	0.02992666829
649	0.02956240134
650	0.02952371314
651	0.02948093562
652	0.02940283424
653	0.02939789489
654	0.02929676264
655	0.02929198408
656	0.02919226562
657	0.02917326528
658	0.02908001071
659	0.02900193595
660	0.02895075632
661	0.02883990106
662	0.02879247008
663	0.02877561568
664	0.02862079218
665	0.02856109942
666	0.0284526696
667	0.02828713346
668	0.02817718394
669	0.02814038266
670	0.02812834956
671	0.02796396748
672	0.0278544615
673	0.02783651295
674	0.02775329259
675	0.02766259181
676	0.02759177865
677	0.02751195751
678	0.02745616098
679	0.02741560811
680	0.02741354348
681	0.02736835083
682	0.0273258308
683	0.02713439692
684	0.02706435716
685	0.02691349186
686	0.02686316496
687	0.02685166198
688	0.02680089774
689	0.02666228852
690	0.02661108423
691	0.02647896816
692	0.026414031
693	0.02636201966
694	0.02631765975
695	0.02630086616
696	0.02622902956
697	0.02617830593
698	0.02612735895
699	0.02608556238
700	0.02607316216
701	0.02605340918
702	0.02596716217
703	0.02586179759
704	0.02579682934
705	0.02575135329
706	0.0257255062
707	0.02562013769
708	0.02561740998
709	0.02555783315
710	0.02542620089
711	0.02533416011
712	0.02527082213
713	0.02525418603
714	0.02520942114
715	0.02520318538
716	0.02517208755
717	0.02515377378
718	0.02514220628
719	0.02503392484
720	0.02499795664
721	0.02487901825
722	0.02483610229
723	0.02482966054
724	0.02479637299
725	0.02475957437
726	0.02469943279
727	0.02467797749
728	0.02466250423
729	0.02452450969
730	0.02451475045
731	0.02436508911
732	0.02428842574
733	0.02423315387
734	0.02416764409
735	0.02412984721
736	0.02411981887
737	0.02407594308
738	0.02397951326
739	0.02392694687
740	0.02385349889
741	0.0238529343
742	0.02381447376
743	0.02377344423
744	0.02373830775
745	0.02372761496
746	0.0236859172
747	0.02365022763
748	0.02358072036
749	0.0235396552
750	0.02353957753
751	0.02348645646
752	0.0234842812
753	0.02333656542
754	0.02326841117
755	0.02318148677
756	0.02309541145
757	0.02298566699
758	0.02297766673
759	0.02289547087
760	0.02281714095
761	0.02281515116
762	0.02267456527
763	0.02263086611
764	0.02254219555
765	0.0225420759
766	0.02251351083
767	0.02241933151
768	0.02236162179
769	0.02235305373
770	0.02232277232
771	0.0222684102
772	0.02223717414
773	0.02220653655
774	0.02207230573
775	0.02201954982
776	0.02196867259
777	0.02190430449
778	0.02184679543
779	0.02175023191
780	0.02170576372
781	0.02167697787
782	0.02163811389
783	0.02159213683
784	0.02158574072
785	0.02154245479
786	0.02149171046
787	0.02143375761
788	0.02140806878
789	0.02130685462
790	0.0212364959
791	0.02123322115
792	0.02120701856
793	0.02118715323
794	0.02115662868
795	0.02113065882
796	0.02110033439
797	0.02105094962
798	0.02098904769
799	0.02090179476
800	0.02087785362
801	0.02084152633
802	0.02084153984
803	0.02080109613
804	0.02074414642
805	0.02070063177
806	0.02061081206
807	0.0205602369
808	0.02053897994
809	0.02045461309
810	0.02039804768
811	0.02032252122
812	0.02028583932
813	0.02025873676
814	0.02025079125
815	0.02013135234
816	0.02010898358
817	0.02006011085
818	0.02003476792
819	0.020009693
820	0.01998006306
821	0.01991202909
822	0.01990474398
823	0.01979438517
824	0.01976205805
825	0.01973087502
826	0.01965513936
827	0.01960868905
828	0.01957009702
829	0.01952399706
830	0.01947651655
831	0.0194269106
832	0.01935285266
833	0.01931810039
834	0.0192712578
835	0.01924108157
836	0.01913264882
837	0.01911069426
838	0.01906765604
839	0.01904929086
840	0.01902195008
841	0.018933117
842	0.01887754898
843	0.01883997685
844	0.01879617165
845	0.01875623191
846	0.01870252092
847	0.01867952791
848	0.01867942807
849	0.01863941675
850	0.01863939453
851	0.01860373834
852	0.01860185444
853	0.0185821251
854	0.01856283056
855	0.01851577132
856	0.01844660235
857	0.01840579299
858	0.01835643527
859	0.01833878777
860	0.01831357564
861	0.01827637831
862	0.01825881064
863	0.01823245667
864	0.01819849634
865	0.01818511223
866	0.01815783127
867	0.0181400204
868	0.01811537325
869	0.01808736583
870	0.0180497845
871	0.01803492989
872	0.0180040885
873	0.0179403613
874	0.01793841966
875	0.01793732117
876	0.01791578299
877	0.01788067968
878	0.01784844065
879	0.01784845322
880	0.01782513574
881	0.01778385317
882	0.01774359333
883	0.01770807822
884	0.01768769379
885	0.01762884788
886	0.01759850743
887	0.01756976958
888	0.01754650862
889	0.01752051798
890	0.01748237394
891	0.0174526899
892	0.01739557994
893	0.01739546241
894	0.0173750863
895	0.01735719868
896	0.0172671356
897	0.01722989915
898	0.01720433473
899	0.01713721597
900	0.01704855534
901	0.01702094129
902	0.01701422071
903	0.01698391198
904	0.01697140065
905	0.01696507904
906	0.01694365478
907	0.01689055844
908	0.01683780195
909	0.01679804962
910	0.01676564594
911	0.01674438063
912	0.01674424532
913	0.01671420756
914	0.01665861264
915	0.01664521681
916	0.01661768917
917	0.01657850424
918	0.01657042277
919	0.01655176208
920	0.01655125085
921	0.01653762507
922	0.01651732053
923	0.01647511017
924	0.01647486192
925	0.01644655064
926	0.01638823484
927	0.0163442685
928	0.01630717705
929	0.01630540193
930	0.01627914903
931	0.01623355991
932	0.01620952367
933	0.01618450476
934	0.01616291824
935	0.01614423072
936	0.01611844826
937	0.01597337191
938	0.01594768947
939	0.0159475104
940	0.01592474119
941	0.0159247129
942	0.01590697918
943	0.01586022937
944	0.01585364602
945	0.01582243363
946	0.01580828495
947	0.01579186225
948	0.01578728257
949	0.01577060466
950	0.01575358716
951	0.015734781
952	0.0157347903
953	0.01571195602
954	0.01571184414
955	0.01569540578
956	0.01568225219
957	0.01564770666
958	0.0156244694
959	0.01560354691
960	0.01560318803
961	0.01558727933
962	0.01558526482
963	0.01556601173
964	0.01556413092
965	0.01554227413
966	0.01553418665
967	0.01551860743
968	0.01551794132
969	0.01548681626
970	0.01546674617
971	0.01544615887
972	0.0154319936
973	0.01541724251
974	0.01539745815
975	0.01538630395
976	0.01536378016
977	0.01532733841
978	0.01526522823
979	0.01526510884
980	0.01526322558
981	0.01525809753
982	0.0152462885
983	0.01524623981
984	0.01523938693
985	0.01521081055
986	0.01518877962
987	0.01518872929
988	0.01517402706
989	0.01514481552
990	0.01506476899
991	0.01505006274
992	0.01504090329
993	0.0150214724
994	0.01500638897
995	0.01498075645
996	0.01498069718
997	0.01496269156
998	0.01494935291
999	0.01494931189
