iter	Passed	Remaining
159	148	782
160	149	777
161	149	773
162	149	769
163	150	765
164	150	762
165	150	758
166	151	754
167	151	750
168	151	746
169	152	742
170	152	739
171	152	735
172	153	731
173	153	729
174	154	726
175	154	722
176	154	719
177	155	716
178	155	712
179	155	709
180	156	706
181	156	703
182	157	701
183	157	698
184	157	695
185	158	692
186	158	689
187	158	686
188	159	683
189	159	679
190	159	676
191	160	673
192	160	670
193	160	667
194	161	664
195	161	661
196	161	658
197	161	655
198	162	653
199	162	650
200	162	647
201	163	644
202	163	641
203	163	639
204	164	636
205	164	633
206	164	631
207	165	628
208	165	625
209	165	623
210	165	620
211	166	618
212	166	615
213	166	612
214	167	610
215	167	607
216	167	605
217	168	603
218	168	600
219	168	598
220	169	595
221	169	593
222	169	591
223	170	589
224	170	586
225	170	584
226	170	582
227	171	579
228	171	577
229	171	575
230	172	573
231	172	571
232	172	569
233	173	567
234	173	564
235	173	562
236	174	560
237	174	558
238	174	556
239	175	554
240	175	552
241	175	550
242	176	548
243	176	546
244	176	544
245	176	542
246	177	540
247	177	538
248	177	536
249	178	535
250	178	533
251	179	531
252	179	529
253	180	531
254	181	529
255	181	527
256	181	526
257	182	524
258	182	522
259	183	521
260	183	519
261	183	518
262	184	516
263	184	514
264	184	512
265	185	511
266	185	509
267	185	507
268	186	506
269	186	504
270	186	502
271	187	500
272	187	499
273	187	497
274	188	495
275	188	494
276	188	492
277	189	490
278	189	489
279	189	487
280	190	486
281	190	484
282	190	482
283	190	481
284	191	479
285	191	478
286	191	476
287	192	475
288	192	473
289	192	472
290	193	470
291	193	469
292	193	467
293	194	466
294	194	464
295	194	463
296	195	461
297	195	460
298	195	458
299	196	457
300	196	456
301	196	454
302	197	453
303	197	452
304	198	451
305	198	450
306	198	449
307	199	447
308	199	446
309	200	445
310	200	444
311	200	442
312	201	441
313	201	440
314	202	439
315	202	438
316	202	436
317	203	435
318	203	434
319	203	433
320	204	432
321	204	430
322	205	429
323	205	428
324	205	427
325	206	426
326	206	424
327	206	423
328	207	422
329	207	421
330	207	420
331	208	419
332	208	417
333	209	416
334	209	415
335	209	414
336	210	413
337	210	413
338	211	412
339	211	411
340	212	410
341	212	408
342	212	407
343	213	406
344	213	405
345	214	405
346	214	404
347	215	403
348	215	401
349	215	400
350	216	399
351	216	398
352	216	397
353	217	396
354	217	395
355	218	394
356	218	393
357	218	392
358	219	391
359	219	390
360	219	389
361	220	387
362	220	386
363	220	385
364	221	384
365	221	383
366	221	382
367	222	381
368	222	380
369	222	379
370	223	378
371	223	377
372	223	375
373	223	374
374	224	373
375	224	372
376	224	371
377	225	370
378	225	369
379	225	368
380	226	367
381	226	366
382	226	365
383	227	364
384	227	363
385	227	362
386	227	361
387	228	360
388	228	359
389	228	358
390	229	357
391	229	356
392	229	355
393	230	354
394	230	353
395	230	351
396	231	350
397	231	349
398	231	349
399	232	348
400	232	347
401	232	346
402	233	345
403	233	345
404	234	344
405	234	343
406	234	342
407	235	341
408	235	340
409	236	339
410	236	338
411	236	337
412	237	336
413	237	336
414	237	335
415	238	334
416	238	333
417	238	332
418	238	331
419	239	330
420	239	329
421	239	328
422	240	327
423	240	326
424	240	326
425	241	325
426	241	324
427	241	323
428	242	322
429	242	321
430	243	321
431	243	320
432	243	319
433	244	318
434	244	318
435	245	317
436	245	316
437	246	315
438	246	315
439	246	314
440	247	313
441	247	313
442	248	312
443	248	311
444	249	310
445	249	309
446	249	308
447	250	308
448	250	307
449	250	306
450	250	305
451	251	304
452	251	303
453	251	303
454	252	302
455	252	301
456	252	300
457	253	299
458	253	298
459	253	298
460	254	297
461	254	296
462	254	295
463	255	294
464	255	294
465	255	293
466	256	292
467	256	291
468	256	290
469	257	290
470	257	289
471	257	288
472	258	287
473	258	286
474	258	286
475	259	285
476	259	284
477	259	283
478	260	282
479	260	282
480	260	281
481	261	280
482	261	279
483	261	279
484	262	278
485	262	277
486	262	276
487	263	276
488	263	275
489	263	274
490	264	273
491	264	273
492	264	272
493	265	271
494	265	270
495	265	269
496	265	269
497	266	268
498	266	267
499	266	266
500	267	266
501	267	265
502	267	264
503	268	263
504	268	263
505	269	262
506	269	262
507	269	261
508	270	260
509	270	260
510	270	259
511	271	258
512	271	258
513	272	257
514	272	256
515	272	256
516	273	255
517	273	254
518	274	253
519	274	253
520	274	252
521	275	251
522	275	251
523	275	250
524	276	249
525	276	249
526	276	248
527	277	247
528	277	247
529	277	246
530	278	245
531	278	245
532	278	244
533	279	243
534	279	243
535	280	242
536	280	241
537	280	241
538	281	240
539	281	239
540	281	239
541	282	238
542	283	238
543	283	237
544	283	237
545	284	236
546	284	235
547	284	235
548	285	234
549	285	233
550	285	232
551	286	232
552	286	231
553	286	230
554	287	230
555	287	229
556	287	228
557	288	228
558	288	227
559	288	226
560	289	226
561	289	225
562	289	224
563	289	224
564	290	223
565	290	222
566	291	222
567	291	221
568	291	221
569	292	220
570	292	219
571	292	219
572	293	218
573	293	217
574	293	217
575	294	216
576	294	216
577	294	215
578	295	214
579	295	214
580	295	213
581	296	212
582	296	212
583	297	211
584	297	211
585	297	210
586	298	209
587	298	209
588	298	208
589	299	208
590	299	207
591	300	206
592	300	206
593	301	205
594	301	205
595	301	204
596	302	203
597	302	203
598	303	202
599	303	202
600	303	201
601	304	201
602	304	200
603	304	199
604	304	199
605	305	198
606	305	197
607	306	197
608	306	196
609	306	196
610	307	195
611	307	194
612	307	194
613	308	193
614	308	193
615	308	192
616	309	191
617	309	191
618	309	190
619	310	190
620	310	189
621	311	189
622	311	188
623	311	187
624	312	187
625	312	186
626	312	186
627	313	185
628	313	185
629	314	184
630	314	184
631	315	183
632	315	183
633	316	182
634	316	181
635	316	181
636	317	180
637	317	180
638	317	179
639	318	178
640	318	178
641	318	177
642	319	177
643	319	176
644	319	176
645	320	175
646	320	174
647	320	174
648	321	173
649	321	173
650	322	172
651	322	172
652	322	171
653	323	170
654	323	170
655	323	169
656	324	169
657	324	168
658	325	168
659	325	167
660	325	167
661	326	166
662	326	166
663	327	165
664	327	164
665	327	164
666	328	163
667	328	163
668	328	162
669	329	162
670	329	161
671	329	160
672	330	160
673	330	159
674	330	159
675	331	158
676	331	158
677	331	157
678	332	157
679	332	156
680	332	155
681	333	155
682	333	154
683	333	154
684	334	153
685	334	153
686	335	152
687	335	152
688	335	151
689	336	150
690	336	150
691	336	149
692	337	149
693	337	148
694	337	148
695	338	147
696	338	147
697	338	146
698	338	145
699	339	145
700	339	144
701	339	144
702	340	143
703	340	143
704	340	142
705	341	142
706	341	141
707	341	140
708	342	140
709	342	139
710	342	139
711	342	138
712	343	138
713	343	137
714	343	137
715	344	136
716	344	136
717	344	135
718	345	134
719	345	134
720	345	133
721	346	133
722	346	132
723	346	132
724	347	131
725	347	131
726	347	130
727	348	130
728	348	129
729	348	128
730	349	128
731	349	127
732	349	127
733	349	126
734	350	126
735	350	125
736	350	125
737	351	124
738	351	124
739	351	123
740	352	123
741	352	122
742	352	122
743	353	121
744	353	120
745	353	120
746	354	119
747	354	119
748	354	118
749	354	118
750	355	117
751	355	117
752	355	116
753	356	116
754	356	115
755	356	115
756	357	114
757	357	114
758	357	113
759	358	113
760	358	112
761	358	112
762	359	111
763	359	110
764	359	110
765	359	109
766	360	109
767	360	108
768	361	108
769	361	107
770	361	107
771	361	106
772	362	106
773	362	105
774	362	105
775	363	104
776	363	104
777	363	103
778	364	103
779	364	102
780	364	102
781	365	101
782	365	101
783	365	100
784	366	100
785	366	99
786	366	99
787	367	98
788	367	98
789	367	97
790	367	97
791	368	96
792	368	96
793	368	95
794	369	95
795	369	94
796	369	94
797	370	93
798	370	93
799	370	92
800	371	92
801	371	91
802	371	91
803	371	90
804	372	90
805	372	89
806	372	89
807	373	88
808	373	88
809	373	87
810	374	87
811	374	86
812	374	86
813	375	85
814	375	85
815	375	84
816	376	84
817	376	83
818	376	83
819	377	82
820	377	82
821	377	81
822	378	81
823	378	80
824	378	80
825	379	79
826	379	79
827	379	78
828	379	78
829	380	77
830	380	77
831	380	76
832	381	76
833	381	75
834	381	75
835	382	74
836	382	74
837	382	73
838	383	73
839	383	73
840	383	72
841	383	72
842	384	71
843	384	71
844	384	70
845	385	70
846	385	69
847	385	69
848	386	68
849	386	68
850	386	67
851	387	67
852	387	66
853	387	66
854	387	65
855	388	65
856	388	64
857	388	64
858	389	63
859	389	63
860	389	62
861	390	62
862	390	61
863	390	61
864	390	61
865	391	60
866	391	60
867	391	59
868	392	59
869	392	58
870	392	58
871	393	57
872	393	57
873	393	56
874	394	56
875	394	55
876	394	55
877	395	54
878	395	54
879	395	53
880	396	53
881	396	53
882	396	52
883	396	52
884	397	51
885	397	51
886	397	50
887	398	50
888	398	49
889	398	49
890	399	48
891	399	48
892	399	47
893	399	47
894	400	46
895	400	46
896	400	46
897	401	45
898	401	45
899	401	44
900	402	44
901	402	43
902	402	43
903	403	42
904	403	42
905	403	41
906	404	41
907	404	40
908	404	40
909	404	40
910	405	39
911	405	39
912	405	38
913	406	38
914	406	37
915	406	37
916	407	36
917	407	36
918	407	35
919	407	35
920	408	35
921	408	34
922	408	34
923	409	33
924	409	33
925	409	32
926	410	32
927	410	31
928	410	31
929	411	30
930	411	30
931	411	30
932	411	29
933	412	29
934	412	28
935	412	28
936	413	27
937	413	27
938	413	26
939	414	26
940	414	25
941	414	25
942	415	25
943	415	24
944	415	24
945	415	23
946	416	23
947	416	22
948	416	22
949	417	21
950	417	21
951	417	21
952	418	20
953	418	20
954	418	19
955	419	19
956	419	18
957	420	18
958	420	17
959	420	17
960	421	17
961	421	16
962	422	16
963	422	15
964	422	15
965	423	14
966	423	14
967	424	14
968	424	13
969	424	13
970	424	12
971	425	12
972	425	11
973	426	11
974	426	10
975	426	10
976	427	10
977	427	9
978	427	9
979	428	8
980	428	8
981	428	7
982	428	7
983	429	6
984	429	6
985	429	6
986	430	5
987	430	5
988	430	4
989	431	4
990	431	3
991	431	3
992	432	3
993	432	2
994	432	2
995	433	1
996	433	1
997	433	0
998	434	0
999	434	0
